"title,terr,dist,currency,ended,Box Office Release Date,Weeks in Release,cume_bo,cume_adm"
"Assassination Nation,France,Universal,EUD,Complete,43439,3,167043,25858"
"Assassination Nation,Germany,Universum,EUD,Complete,43419,3,79255,14075"
"Assassination Nation,Greece,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,Hong Kong,Universal,HKD,N/A,STV,,0,0"
"Assassination Nation,Hungary,Universal,HUF,N/A,STV,,0,0"
"Assassination Nation,Iceland,Universal,ISK,N/A,STV,,0,0"
"Assassination Nation,India,Universal,INR,N/A,STV,,0,0"
"Assassination Nation,Indonesia,Universal,IDR,N/A,STV,,0,0"
"Assassination Nation,Iraq,Universal,IQD,N/A,STV,,0,0"
"Assassination Nation,Israel,Universal,ILS,N/A,STV,,0,0"
"Assassination Nation,Italy,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,Japan,Universal,YEN,N/A,STV,,0,0"
"Assassination Nation,Jordan,Universal,JOD,N/A,STV,,0,0"
"Assassination Nation,Kuwait,Universal,KWD,N/A,STV,,0,0"
"Assassination Nation,Latvia,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,Lebanon,Universal,LBP,N/A,STV,,0,0"
"Assassination Nation,Lithuania,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,Malaysia,Universal,MYR,N/A,STV,,0,0"
"Assassination Nation,Mexico,Universal,MXN,Complete,43385,6,1487136,25974"
"Assassination Nation,Netherlands,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,New Zealand,Universal,NZD,N/A,STV,,0,0"
"Assassination Nation,Norway,Universal,NOK,N/A,STV,,0,0"
"Assassination Nation,Oman,Universal,OMR,N/A,STV,,0,0"
"Assassination Nation,Paraguay,Universal,PYG,N/A,STV,,0,0"
"Assassination Nation,Peru,Universal,PEN,N/A,STV,,0,0"
"Assassination Nation,Philippines,Universal,PHP,N/A,STV,,0,0"
"Assassination Nation,Poland,Universal,PLN,Complete,43427,4,34082.7,1000"
"Assassination Nation,Portugal,Universal,EUD,N/A,STV,,0,0"
"Assassination Nation,Qatar,Universal,QAR,N/A,STV,,0,0"
"Assassination Nation,Romania,Universal,RON,N/A,STV,,0,0"
"Assassination Nation,Russia,Central Partnership,RUB,Complete,43426,3,18173181,77794"
"Assassination Nation,Serbia,Universal,RSD,N/A,STV,,0,0"
"Assassination Nation,Singapore,Universal,SGD,N/A,STV,,0,0"
"Assassination Nation,Slovakia,Universal,EUD,Complete,43426,4,7928.41,1000"
"Assassination Nation,Slovenia,Universal,EUD,Complete,43377,1,915,172"
"Assassination Nation,South Africa,Universal,ZAR,N/A,STV,,0,0"
"Assassination Nation,South Korea,KTH,KRW,N/A,STV,,0,0"
"Assassination Nation,Spain,Universal,EUD,Complete,43551,2,4041,662"
"Assassination Nation,Sweden,Universal,SEK,N/A,STV,,0,0"
"Assassination Nation,French-Speaking Switzerland,Impuls,CHF,Undated,TBD,,0,0"
"Assassination Nation,German-Speaking Switzerland,Impuls,CHF,N/A,STV,,0,0"
"Assassination Nation,Italian-Speaking Switzerland,Impuls,CHF,Undated,TBD,,0,0"
"Assassination Nation,Taiwan,Universal,TWD,N/A,STV,,0,0"
"Assassination Nation,Thailand,Universal,THB,N/A,STV,,0,0"
"Assassination Nation,Turkey,Universal,TRY,N/A,STV,,0,0"
"Assassination Nation,Ukraine,Central Partnership,UAH,Complete,43426,2,1867665,21055"
"Assassination Nation,United Arab Emirates,Universal,AED,N/A,STV,,0,0"
"Assassination Nation,United Kingdom,Universal,GPB,Complete,43427,5,115098,0"
"Assassination Nation,United States,Neon Rated,USD,Complete,43364,5,2005142,0"
"Assassination Nation,Uruguay,Universal,UYU,N/A,STV,,0,0"
"Assassination Nation,Venezuela,Universal,VEF,N/A,STV,,0,0"
"Assassination Nation,Vietnam,Universal,VND,N/A,STV,,0,0"
"Assassination Nation,West Indies,Universal,TTD,N/A,STV,,0,0"
"At Any Price,Argentina,CDC,ARS,Undated,To Be Det'd,,0,0"
"At Any Price,Australia,Media Fuse,AUS,Undated,To Be Det'd,,0,0"
"At Any Price,Austria,TMG,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Bahrain,Front Row,BHD,Undated,To Be Det'd,,0,0"
"At Any Price,Belgium,Imagine Film,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Bolivia,CDC,BOB,Undated,To Be Det'd,,0,0"
"At Any Price,Brazil,CDC,BRL,Undated,To Be Det'd,,0,0"
"At Any Price,Chile,CDC,CLP,Undated,To Be Det'd,,0,0"
"At Any Price,China,HGC,CNH,Undated,To Be Det'd,,0,0"
"At Any Price,Colombia,CDC,COP,Undated,To Be Det'd,,0,0"
"At Any Price,Costa Rica,CDC,CRC,Undated,To Be Det'd,,0,0"
"At Any Price,Denmark,Nonstop,DKK,Undated,To Be Det'd,,0,0"
"At Any Price,Dominican Republic,CDC,DOP,Undated,To Be Det'd,,0,0"
"At Any Price,Ecuador,CDC,USD,Undated,To Be Det'd,,0,0"
"At Any Price,Egypt,Front Row,EGP,Undated,To Be Det'd,,0,0"
"At Any Price,El Salvador,CDC,USD,Undated,To Be Det'd,,0,0"
"At Any Price,Estonia,A-Company,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Finland,Nonstop,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,France,StudioCanal,EUD,N/A,STV,,0,0"
"At Any Price,Germany,TMG,EUD,Complete,41592,,0,0"
"At Any Price,Greece,Odeon,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Guatemala,CDC,GTQ,Undated,To Be Det'd,,0,0"
"At Any Price,Honduras,CDC,HNL,Undated,To Be Det'd,,0,0"
"At Any Price,Iceland,Sam Film,ISK,Undated,To Be Det'd,,0,0"
"At Any Price,India,Tanweer,INR,Undated,To Be Det'd,,0,0"
"At Any Price,Indonesia,PT Prima,IDR,N/A,STV,,0,0"
"At Any Price,Iraq,Front Row,IQD,Undated,To Be Det'd,,0,0"
"At Any Price,Israel,United King,ILS,Undated,To Be Det'd,,0,0"
"At Any Price,Italy,Koch Media,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Japan,CCC,YEN,Undated,To Be Det'd,,0,0"
"At Any Price,Jordan,Front Row,JOD,Undated,To Be Det'd,,0,0"
"At Any Price,Kuwait,Front Row,KWD,Undated,To Be Det'd,,0,0"
"At Any Price,Latvia,A-Company,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Lebanon,Front Row,LBP,Undated,To Be Det'd,,0,0"
"At Any Price,Lithuania,A-Company,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,Malaysia,Suraya,MYR,Undated,To Be Det'd,,0,0"
"At Any Price,Mexico,CDC,MXN,Undated,To Be Det'd,,0,0"
"At Any Price,Netherlands,Imagine Film,EUD,Undated,To Be Det'd,,0,0"
"At Any Price,New Zealand,Media Fuse,NZD,Undated,To Be Det'd,,0,0"
"At Any Price,Nicaragua,CDC,NIH,Undated,To Be Det'd,,0,0"
"At Any Price,Norway,Nonstop,NOK,Undated,To Be Det'd,,0,0"
"At Any Price,Oman,Front Row,OMR,Undated,To Be Det'd,,0,0"
"At Any Price,Pakistan,Tanweer,PKR,Undated,To Be Det'd,,0,0"
"At Any Price,Panama,CDC,USD,Undated,To Be Det'd,,0,0"
"At Any Price,Paraguay,CDC,PYG,Undated,To Be Det'd,,0,0"
"At Any Price,Peru,CDC,PEN,Undated,To Be Det'd,,0,0"
"At Any Price,Philippines,Captive,PHP,Complete,41397,1,238711.07,0"
"At Any Price,Portugal,Lusomundo,EUD,Complete,41473,2,10913,2237"
"At Any Price,Qatar,Front Row,QAR,Undated,To Be Det'd,,0,0"
"At Any Price,Russia,A-Company,RUB,Undated,To Be Det'd,,0,0"
"At Any Price,Singapore,Cathay,SGD,Complete,41417,3,46996,0"
"At Any Price,South Africa,Times Media,ZAR,Undated,To Be Det'd,,0,0"
"At Any Price,Spain,Flins & Piniculas,EUD,Complete,41677,3,20409,3326"
"At Any Price,Sweden,Nonstop,SEK,Undated,To Be Det'd,,0,0"
"At Any Price,French-Speaking Switzerland,Impuls,CHF,N/A,STV,,0,0"
"At Any Price,German-Speaking Switzerland,Impuls,CHF,Undated,To Be Det'd,,0,0"
"At Any Price,Italian-Speaking Switzerland,Impuls,CHF,Undated,To Be Det'd,,0,0"
"At Any Price,Taiwan,Pomi International,TWD,Complete,41494,,0,0"
"At Any Price,Thailand,M Pictures,THB,Complete,41452,1,201138,0"
"At Any Price,Turkey,D Productions,TRY,Complete,41502,4,16428,1515"
"At Any Price,Ukraine,A-Company,UAH,Undated,To Be Det'd,,0,0"
"At Any Price,United Arab Emirates,Front Row,AED,Complete,41431,1,46673,0"
"At Any Price,United Kingdom,StudioCanal,GPB,Complete,42370,1,818,0"
"At Any Price,United States,Sony Pictures Classics,USD,Complete,41383,14,380594,0"
"At Any Price,Uruguay,CDC,UYU,Undated,To Be Det'd,,0,0"
"At Any Price,Venezuela,CDC,VEF,Undated,To Be Det'd,,0,0"
"Bad Education,Spain,Dea Planeta,EUD,Undated,TBD,,0,0"
"Bad Education,Taiwan,Applause,TWD,In Release,43951,7,7168991,30377"
"Bad Education,United States,HBO,USD,,,,0,0"
"Begin Again,Argentina,Imagem,ARS,Complete,41914,10,1085315,23685"
"Begin Again,Australia,Roadshow Films,AUS,Complete,41858,11,1540086,0"
"Begin Again,Austria,StudioCanal,EUD,Complete,41880,4,228363,29551"
"Begin Again,Bahrain,Front Row,BHD,Complete,STV,,0,0"
"Begin Again,Belgium,eOne - Benelux,EUD,Complete,41850,6,78422,0"
"Begin Again,Bolivia,Imagem,BOB,Complete,41949,10,123609.01,4588"
"Begin Again,Brazil,Imagem,BRL,Complete,41900,15,1877253,119002"
"Begin Again,Bulgaria,A-Company,BGN,Complete,STV,,0,0"
"Begin Again,Canada,eOne - Canada,CAD,Complete,41831,,0,0"
"Begin Again,Chile,Imagem,CLP,Complete,41872,3,35929617,13812"
"Begin Again,China,Beijing Galloping Horse,CNH,Complete,42181,5,19864164,538171"
"Begin Again,Colombia,Imagem,COP,Complete,41942,,0,0"
"Begin Again,Costa Rica,Imagem,CRC,Complete,42033,1,6196930,2575"
"Begin Again,Croatia,A-Company,HRK,Complete,41830,3,98182,4578"
"Begin Again,Czech Republic,A-Company,CZK,Complete,41830,5,2163003,0"
"Begin Again,Denmark,Svensk,DKK,Complete,41851,9,2626395,37382"
"Begin Again,Dominican Republic,Imagem,DOP,Complete,42131,1,31500,108"
"Begin Again,Ecuador,Imagem,USD,Complete,STV,,0,0"
"Begin Again,Egypt,Front Row,EGP,Complete,STV,,0,0"
"Begin Again,El Salvador,Imagem,USD,Complete,42033,1,4299,1243"
"Begin Again,Estonia,A-Company,EUD,Complete,41901,4,32907,6335"
"Begin Again,Finland,Svensk,EUD,Complete,41824,5,73144,8059"
"Begin Again,France,TF1,EUD,Complete,41850,7,1742766,273141"
"Begin Again,Germany,StudioCanal,EUD,Complete,41879,12,1722860,247641"
"Begin Again,Greece,Odeon,EUD,Complete,42019,,0,0"
"Begin Again,Guatemala,Imagem,GTQ,Complete,42033,2,107840,2696"
"Begin Again,Honduras,Imagem,HNL,Complete,STV,,0,0"
"Begin Again,Hong Kong,Golden Scene,HKD,Complete,41886,11,7305209.02,114716"
"Begin Again,Hungary,A-Company,HUF,Complete,41844,2,25874201.11,0"
"Begin Again,Iceland,Sam Film,ISK,Complete,41978,3,861450,840"
"Begin Again,India,Tanweer,INR,Complete,STV,,0,0"
"Begin Again,Indonesia,PT Prima,IDR,Complete,STV,,0,0"
"Begin Again,Iraq,Front Row,IQD,,,,0,0"
"Begin Again,Israel,United King,ILS,Complete,41879,,0,0"
"Begin Again,Italy,Lucky Red,EUD,Complete,41928,67,1186215,220264"
"Begin Again,Japan,Pony Canyon,YEN,Complete,42042,9,110941340,79764"
"Begin Again,Jordan,Front Row,JOD,Complete,STV,,0,0"
"Begin Again,Kuwait,Front Row,KWD,Complete,STV,,0,0"
"Begin Again,Latvia,A-Company,EUD,Complete,41887,6,20558,4502"
"Begin Again,Lebanon,Front Row,LBP,Complete,41886,,0,0"
"Begin Again,Lithuania,A-Company,EUD,Complete,41901,3,11327,2550"
"Begin Again,Mexico,Imagem,MXN,Complete,41921,32,15895106,304480"
"Begin Again,Netherlands,eOne - Benelux,EUD,Complete,41837,3,136642,0"
"Begin Again,New Zealand,Roadshow Films,NZD,Complete,41844,7,510478,0"
"Begin Again,Nicaragua,Imagem,NIH,Complete,STV,,0,0"
"Begin Again,Norway,Svensk,NOK,Complete,41838,4,687558.02,6815"
"Begin Again,Oman,Front Row,OMR,,,,0,0"
"Begin Again,Panama,Imagem,USD,Complete,42033,2,15877,3333"
"Begin Again,Paraguay,Imagem,PYG,Complete,STV,,0,0"
"Begin Again,Peru,Imagem,PEN,Complete,41907,2,174706,12569"
"Begin Again,Philippines,Solar,PHP,Complete,41829,3,10303416.22,0"
"Begin Again,Poland,A-Company,PLN,Complete,41824,2,636534,0"
"Begin Again,Portugal,Lusomundo,EUD,Complete,41900,4,89856,17636"
"Begin Again,Qatar,Front Row,QAR,Complete,STV,,0,0"
"Begin Again,Romania,A-Company,RON,Complete,41831,4,0,3010"
"Begin Again,Russia,A-Company,RUB,Complete,41823,4,38010672.9,168336"
"Begin Again,Serbia,A-Company,RSD,Complete,STV,,0,0"
"Begin Again,Singapore,Cathay,SGD,Complete,41823,8,361623,38073"
"Begin Again,Slovakia,A-Company,EUD,Complete,41824,,0,0"
"Begin Again,Slovenia,A-Company,EUD,Complete,STV,,0,0"
"Begin Again,South Africa,MNet,ZAR,Complete,41894,3,1976703,0"
"Begin Again,South Korea,Pancinema,KRW,Complete,41864,15,27097962454,3427379"
"Begin Again,Spain,eOne - Spain,EUD,Complete,41852,12,1783962,295909"
"Begin Again,Sweden,Svensk,SEK,Complete,41838,10,1688501.99,17270"
"Begin Again,Switzerland,Ascot Elite,CHF,,,,0,0"
"Begin Again,French-Speaking Switzerland,Ascot Elite,CHF,Complete,41850,3,139981,0"
"Begin Again,German-Speaking Switzerland,Ascot Elite,CHF,Complete,41914,2,262175,0"
"Begin Again,Italian-Speaking Switzerland,Ascot Elite,CHF,Complete,STV,,0,0"
"Begin Again,Taiwan,Cherry Sky,TWD,Complete,41997,10,11321195.11,47105"
"Begin Again,Thailand,M Pictures,THB,Complete,41824,10,32576391,0"
"Begin Again,Ukraine,A-Company,UAH,Complete,41823,3,580963,13613"
"Begin Again,United Arab Emirates,Front Row,AED,Complete,41872,5,723882.98,0"
"Begin Again,United Kingdom,eOne - UK,GPB,Complete,41831,30,1619277,0"
"Begin Again,United States,The Weinstein Co.,USD,Complete,41817,12,16170632,0"
"Begin Again,Uruguay,Imagem,UYU,Complete,STV,,0,0"
"Begin Again,Venezuela,Imagem,VEF,Complete,STV,,0,0"
"Begin Again,Vietnam,A-Company,VND,Complete,41824,2,991360000,0"
"Bel Canto,Argentina,Sun,ARS,N/A,STV,,0,0"
"Bel Canto,Australia,Rialto,AUS,Undated,TBD,,0,0"
"Bel Canto,Austria,DCM Film,EUD,N/A,STV,,0,0"
"Bel Canto,Bahrain,Selim,BHD,Complete,43426,1,305,98"
"Bel Canto,Bolivia,Sun,BOB,N/A,STV,,0,0"
"Bel Canto,Brazil,Sun,BRL,N/A,STV,,0,0"
"Bel Canto,Bulgaria,SPI,BGN,N/A,STV,,0,0"
"Bel Canto,Chile,Sun,CLP,N/A,STV,,0,0"
"Bel Canto,China,Vision,CNH,Undated,TBD,,0,0"
"Bel Canto,Colombia,Sun,COP,N/A,STV,,0,0"
"Bel Canto,Croatia,SPI,HRK,N/A,STV,,0,0"
"Bel Canto,Czech Republic,SPI,CZK,N/A,STV,,0,0"
"Bel Canto,Denmark,Mis. Label,DKK,N/A,STV,,0,0"
"Bel Canto,Ecuador,Sun,USD,N/A,STV,,0,0"
"Bel Canto,Egypt,Selim,EGP,N/A,STV,,0,0"
"Bel Canto,Estonia,Paradise,EUD,Complete,43413,3,3629,562"
"Bel Canto,Finland,Mis. Label,EUD,N/A,STV,,0,0"
"Bel Canto,France,Amazon,EUD,N/A,STV,,0,0"
"Bel Canto,Germany,DCM Film,EUD,N/A,STV,,0,0"
"Bel Canto,Greece,Odeon,EUD,Complete,43370,3,41886,6445"
"Bel Canto,Hong Kong,Golden Scene,HKD,Complete,43370,2,167165,2674"
"Bel Canto,Hungary,SPI,HUF,N/A,STV,,0,0"
"Bel Canto,Iceland,Sena,ISK,N/A,STV,,0,0"
"Bel Canto,India,PVR,INR,N/A,STV,,0,0"
"Bel Canto,Indonesia,PT Prima,IDR,Undated,TBD,,0,0"
"Bel Canto,Iraq,Selim,IQD,Complete,43426,1,312000,26"
"Bel Canto,Israel,United King,ILS,Complete,43384,4,367548.5,13513"
"Bel Canto,Italy,Lapis,EUD,N/A,STV,,0,0"
"Bel Canto,Japan,Kino,YEN,In Release,43784,13,11305200,9043"
"Bel Canto,Jordan,Selim,JOD,Complete,43426,1,1367,196"
"Bel Canto,Kuwait,Selim,KWD,Complete,43426,1,3057,847"
"Bel Canto,Latvia,Paradise,EUD,Complete,43378,2,1672,298"
"Bel Canto,Lebanon,Selim,LBP,Complete,43426,3,33096500,2368"
"Bel Canto,Lithuania,Paradise,EUD,Complete,43378,2,2372,447"
"Bel Canto,Mexico,Sun,MXN,N/A,STV,,0,0"
"Bel Canto,New Zealand,Rialto,NZD,Upcoming,44035,,0,0"
"Bel Canto,Norway,Mis. Label,NOK,N/A,STV,,0,0"
"Bel Canto,Oman,Selim,OMR,Complete,43426,1,48,14"
"Bel Canto,Paraguay,Sun,PYG,N/A,STV,,0,0"
"Bel Canto,Peru,Sun,PEN,N/A,STV,,0,0"
"Bel Canto,Poland,SPI,PLN,N/A,STV,,0,0"
"Bel Canto,Portugal,Lusomundo,EUD,Complete,43412,5,39203,7215"
"Bel Canto,Qatar,Selim,QAR,Complete,43426,1,17465,416"
"Bel Canto,Romania,SPI,RON,N/A,STV,,0,0"
"Bel Canto,Russia,Paradise,RUB,Complete,43356,4,2978244,9081"
"Bel Canto,Serbia,SPI,RSD,N/A,STV,,0,0"
"Bel Canto,Singapore,Shaw,SGD,Complete,43356,3,11642,1164"
"Bel Canto,Slovakia,SPI,EUD,N/A,STV,,0,0"
"Bel Canto,Slovenia,SPI,EUD,N/A,STV,,0,0"
"Bel Canto,South Korea,Noori,KRW,Undated,TBD,,0,0"
"Bel Canto,Spain,Sun,EUD,Complete,43546,4,57230,8974"
"Bel Canto,Sweden,Mis. Label,SEK,N/A,STV,,0,0"
"Bel Canto,French-Speaking Switzerland,DCM Film,CHF,N/A,STV,,0,0"
"Bel Canto,German-Speaking Switzerland,DCM Film,CHF,N/A,STV,,0,0"
"Bel Canto,Italian-Speaking Switzerland,DCM Film,CHF,Undated,TBD,,0,0"
"Bel Canto,Taiwan,Hua,TWD,Complete,43462,2,201686,0"
"Bel Canto,Thailand,M Pictures,THB,Complete,43398,2,139435,1177"
"Bel Canto,Turkey,Bir,TRY,Complete,43406,2,31960,1736"
"Bel Canto,Ukraine,Paradise,UAH,N/A,STV,,0,0"
"Bel Canto,United Arab Emirates,Selim,AED,Complete,43426,1,16468,378"
"Bel Canto,United Kingdom,Vertigo,GPB,Complete,43581,10,33619,0"
"Bel Canto,United States,Screen Media,USD,Complete,43357,5,80134,0"
"Bel Canto,Uruguay,Sun,UYU,N/A,STV,,0,0"
"Bel Canto,Venezuela,Sun,VEF,N/A,STV,,0,0"
"The Big Ugly,Austria,Capelight,EUD,,,,0,0"
"The Big Ugly,Belgium,Splendid Film,EUD,Undated,TBD,,0,0"
"The Big Ugly,France,Ace,EUD,N/A,STV,,0,0"
"The Big Ugly,Germany,Capelight,EUD,,,,0,0"
"The Big Ugly,Greece,Spentzos,EUD,,,,0,0"
"The Big Ugly,Indonesia,Falcon,IDR,N/A,STV,,0,0"
"The Big Ugly,Netherlands,Splendid Film,EUD,Undated,TBD,,0,0"
"The Big Ugly,French-Speaking Switzerland,Praesens,CHF,,,,0,0"
"The Big Ugly,German-Speaking Switzerland,Praesens,CHF,,,,0,0"
"The Big Ugly,Italian-Speaking Switzerland,Praesens,CHF,,,,0,0"
"The Big Ugly,United Kingdom,Vertical,USD,Complete,44036,1,1715,0"
"The Big Ugly,United States,Vertical,USD,Complete,44036,4,514107,0"
"The Big Ugly,West Indies,ATM,TTD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Argentina,MGM,ARS,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Australia,Madman,AUS,Complete,44084,12,1126332,0"
"Bill & Ted Face the Music,Austria,MGM,EUD,Complete,44099,1,2554,275"
"Bill & Ted Face the Music,Bahrain,MGM,BHD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Belgium,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Bolivia,MGM,BOB,Complete,44147,3,556055,1953"
"Bill & Ted Face the Music,Brazil,MGM,BRL,Complete,44140,3,353588,22113"
"Bill & Ted Face the Music,Bulgaria,MGM,BGN,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Cambodia,MGM,KHR,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Canada,MGM,CAD,Complete,44071,14,576553,0"
"Bill & Ted Face the Music,Chile,MGM,CLP,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Colombia,MGM,COP,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Costa Rica,MGM,CRC,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Croatia,MGM,HRK,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Czech Republic,MGM,CZK,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Denmark,MGM,DKK,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Ecuador,MGM,USD,Complete,44113,6,34365,8353"
"Bill & Ted Face the Music,Egypt,MGM,EGP,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Estonia,Acme Film,EUD,Complete,44085,3,3387.49,578"
"Bill & Ted Face the Music,Ethiopia,MGM,ETB,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Finland,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,France,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Germany,MGM,EUD,Complete,44099,1,22121,2337"
"Bill & Ted Face the Music,Greece,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Hong Kong,MGM,HKD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Hungary,MGM,HUF,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Iceland,Sena,ISK,Complete,44071,6,2123936,1495"
"Bill & Ted Face the Music,India,MGM,INR,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Indonesia,Falcon,IDR,N/A,STV,,0,0"
"Bill & Ted Face the Music,Iraq,MGM,IQD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Israel,United King,ILS,In Release,44343,1,36001.52,1035"
"Bill & Ted Face the Music,Italy,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Japan,MGM,YEN,Complete,44183,3,35895520,26501"
"Bill & Ted Face the Music,Jordan,MGM,JOD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Kuwait,MGM,KWD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Laos,MGM,LAK,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Latvia,Acme Film,EUD,Complete,44085,2,2152.81,326"
"Bill & Ted Face the Music,Lebanon,MGM,LBP,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Lithuania,Acme Film,EUD,Complete,44085,2,2621.16,454"
"Bill & Ted Face the Music,Malaysia,One World,MYR,Complete,44070,5,164242,11822"
"Bill & Ted Face the Music,Mexico,MGM,MXN,Complete,44113,5,2487276,45389"
"Bill & Ted Face the Music,Mongolia,MGM,MNT,,,,0,0"
"Bill & Ted Face the Music,Myanmar,MGM,MMK,,,,0,0"
"Bill & Ted Face the Music,Netherlands,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,New Zealand,Madman,NZD,Complete,44077,6,170386,0"
"Bill & Ted Face the Music,Norway,MGM,NOK,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Oman,MGM,OMR,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Paraguay,MGM,PYG,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Peru,MGM,PEN,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Philippines,Pioneer,PHP,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Poland,MGM,PLN,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Portugal,MGM,EUD,Complete,44126,2,8887,1591"
"Bill & Ted Face the Music,Qatar,MGM,QAR,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Romania,MGM,RON,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Russia,Paradise,RUB,Complete,44070,4,6210993,23648"
"Bill & Ted Face the Music,Saudi Arabia,MGM,SAR,,,,0,0"
"Bill & Ted Face the Music,Serbia,MGM,RSD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Singapore,MGM,SGD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Slovakia,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Slovenia,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,South Africa,MGM,ZAR,Complete,44092,3,32206,417"
"Bill & Ted Face the Music,South Korea,MGM,KRW,Complete,44154,2,15231280,2860"
"Bill & Ted Face the Music,Spain,MGM,EUD,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Sweden,MGM,SEK,Complete,44127,3,10961,0"
"Bill & Ted Face the Music,French-Speaking Switzerland,MGM,CHF,Undated,TBD,,0,0"
"Bill & Ted Face the Music,German-Speaking Switzerland,MGM,CHF,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Italian-Speaking Switzerland,MGM,CHF,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Syria,MGM,SYP,,,,0,0"
"Bill & Ted Face the Music,Taiwan,MGM,TWD,Complete,44120,1,532000,0"
"Bill & Ted Face the Music,Thailand,MGM,THB,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Turkey,MGM,TRY,Undated,TBD,,0,0"
"Bill & Ted Face the Music,Ukraine,Paradise,UAH,Complete,44077,3,712466,7046"
"Bill & Ted Face the Music,United Arab Emirates,MGM,AED,Undated,TBD,,0,0"
